851	2	1
852	2	2
852	2	2
854	3	1
854	4	2
857	2	1
860	1	1
860	1	2
860	1	2
863	2	2
884	3	4
888	2	1
890	1	4
893	3	1
894	1	5
896	5	1
900	5	2
901	4	2
903	3	2
904	1	4
906	1	1
906	1	1
907	3	2
911	5	1
912	2	3
914	1	3
915	5	2
915	5	2
916	5	1
917	3	5
921	4	4
922	2	3
924	2	1
928	2	1
928	2	1
928	2	1
931	1	2
936	1	2
939	2	4
939	3	4
941	3	4
954	3	2
956	2	4
962	5	1
969	2	1
970	3	3
977	2	1
977	3	1
980	1	1
980	2	1
989	3	2
992	2	1
992	3	1
1005	5	1
1006	2	1
1008	3	2
1009	4	2
1010	3	2
1018	1	3
1020	2	1
1020	3	1
1023	1	2
1023	2	1
1023	2	1
1023	4	2
1024	2	1
1025	1	4
1026	3	5
1029	1	1
1029	1	1
1029	2	2
1032	1	5
1033	3	1
1033	5	1
1036	2	4
1038	2	1
1039	2	2
